 ATC code,Name,DDD,U,Adm.R,Note,href
A04AD13,casopitant,,,,,https://www.whocc.no/atc_ddd_index/?code=A04AD&showdescription=no
A04AD14,rolapitant,0.18,g,O,,https://www.whocc.no/atc_ddd_index/?code=A04AD&showdescription=no
A04AD51,"scopolamine, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=A04AD&showdescription=no
A04AD54,"chlorobutanol, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=A04AD&showdescription=no
A05AA01,chenodeoxycholic acid,1,g,O,,https://www.whocc.no/atc_ddd_index/?code=A05AA&showdescription=no
A05AA02,ursodeoxycholic acid,0.75,g,O,,https://www.whocc.no/atc_ddd_index/?code=A05AA&showdescription=no
A05AA03,cholic acid,,,,,https://www.whocc.no/atc_ddd_index/?code=A05AA&showdescription=no
A05AA04,obeticholic acid,10,mg,O,,https://www.whocc.no/atc_ddd_index/?code=A05AA&showdescription=no
A05AB01,nicotinyl methylamide,,,,,https://www.whocc.no/atc_ddd_index/?code=A05AB&showdescription=no
A05AX01,piprozolin,,,,,https://www.whocc.no/atc_ddd_index/?code=A05AX&showdescription=no
A05AX02,hymecromone,,,,,https://www.whocc.no/atc_ddd_index/?code=A05AX&showdescription=no
A05AX03,cyclobutyrol,,,,,https://www.whocc.no/atc_ddd_index/?code=A05AX&showdescription=no
A05AX04,maralixibat chloride,,,,,https://www.whocc.no/atc_ddd_index/?code=A05AX&showdescription=no
A05AX05,odevixibat,,,,,https://www.whocc.no/atc_ddd_index/?code=A05AX&showdescription=no
A05BA01,arginine glutamate,,,,,https://www.whocc.no/atc_ddd_index/?code=A05BA&showdescription=no
A05BA03,silymarin,,,,,https://www.whocc.no/atc_ddd_index/?code=A05BA&showdescription=no
A05BA04,citiolone,,,,,https://www.whocc.no/atc_ddd_index/?code=A05BA&showdescription=no
A05BA05,epomediol,,,,,https://www.whocc.no/atc_ddd_index/?code=A05BA&showdescription=no
A05BA06,ornithine oxoglurate,,,,,https://www.whocc.no/atc_ddd_index/?code=A05BA&showdescription=no
A05BA07,tidiacic arginine,,,,,https://www.whocc.no/atc_ddd_index/?code=A05BA&showdescription=no
A05BA08,glycyrrhizic acid,,,,,https://www.whocc.no/atc_ddd_index/?code=A05BA&showdescription=no
A05BA09,metadoxine,,,,,https://www.whocc.no/atc_ddd_index/?code=A05BA&showdescription=no
A05BA10,phospholipids,,,,,https://www.whocc.no/atc_ddd_index/?code=A05BA&showdescription=no
A06AA01,liquid paraffin,15,g,O,,https://www.whocc.no/atc_ddd_index/?code=A06AA&showdescription=no
A06AA02,docusate sodium,0.15,g,O,,https://www.whocc.no/atc_ddd_index/?code=A06AA&showdescription=no
A06AA51,"liquid paraffin, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=A06AA&showdescription=no
A06AB01,oxyphenisatine,10,mg,O,,https://www.whocc.no/atc_ddd_index/?code=A06AB&showdescription=no
A06AB02,bisacodyl,10,mg,O,,https://www.whocc.no/atc_ddd_index/?code=A06AB&showdescription=no
A06AB02,,10,mg,R,,https://www.whocc.no/atc_ddd_index/?code=A06AB&showdescription=no
A06AB03,dantron,50,mg,O,,https://www.whocc.no/atc_ddd_index/?code=A06AB&showdescription=no
A06AB04,phenolphthalein,0.2,g,O,,https://www.whocc.no/atc_ddd_index/?code=A06AB&showdescription=no
A06AB05,castor oil,20,g,O,,https://www.whocc.no/atc_ddd_index/?code=A06AB&showdescription=no
A06AB06,senna glycosides,,,,,https://www.whocc.no/atc_ddd_index/?code=A06AB&showdescription=no
A06AB07,cascara,,,,,https://www.whocc.no/atc_ddd_index/?code=A06AB&showdescription=no
A06AB08,sodium picosulfate,5,mg,O,,https://www.whocc.no/atc_ddd_index/?code=A06AB&showdescription=no
A06AB09,bisoxatin,0.12,g,O,,https://www.whocc.no/atc_ddd_index/?code=A06AB&showdescription=no
A06AB20,contact laxatives in combination,,,,,https://www.whocc.no/atc_ddd_index/?code=A06AB&showdescription=no
A06AB30,contact laxatives in combination with belladonna alkaloids,,,,,https://www.whocc.no/atc_ddd_index/?code=A06AB&showdescription=no
A06AB52,"bisacodyl, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=A06AB&showdescription=no
A06AB53,"dantron, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=A06AB&showdescription=no
A06AB56,"senna glycosides, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=A06AB&showdescription=no
A06AB57,"cascara, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=A06AB&showdescription=no
A06AB58,"sodium picosulfate, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=A06AB&showdescription=no
A06AC01,ispaghula (psylla seeds),7,g,O,,https://www.whocc.no/atc_ddd_index/?code=A06AC&showdescription=no
A06AC02,ethulose,3,g,O,,https://www.whocc.no/atc_ddd_index/?code=A06AC&showdescription=no
A06AC03,sterculia,8,g,O,,https://www.whocc.no/atc_ddd_index/?code=A06AC&showdescription=no
A06AC05,linseed,,,,,https://www.whocc.no/atc_ddd_index/?code=A06AC&showdescription=no
A06AC06,methylcellulose,2,g,O,,https://www.whocc.no/atc_ddd_index/?code=A06AC&showdescription=no
A06AC07,triticum (wheat fibre),10,g,O,,https://www.whocc.no/atc_ddd_index/?code=A06AC&showdescription=no
A06AC08,polycarbophil calcium,2.5,g,O,,https://www.whocc.no/atc_ddd_index/?code=A06AC&showdescription=no
A06AC51,"ispaghula, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=A06AC&showdescription=no
A06AC53,"sterculia, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=A06AC&showdescription=no
A06AC55,"linseed, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=A06AC&showdescription=no
A06AD01,magnesium carbonate,7,g,O,,https://www.whocc.no/atc_ddd_index/?code=A06AD&showdescription=no
A06AD02,magnesium oxide,7,g,O,,https://www.whocc.no/atc_ddd_index/?code=A06AD&showdescription=no
A06AD03,magnesium peroxide,,,,,https://www.whocc.no/atc_ddd_index/?code=A06AD&showdescription=no
A06AD04,magnesium sulfate,7,g,O,,https://www.whocc.no/atc_ddd_index/?code=A06AD&showdescription=no
A06AD10,mineral salts in combination,,,,,https://www.whocc.no/atc_ddd_index/?code=A06AD&showdescription=no
A06AD11,lactulose,6.7,g,O,,https://www.whocc.no/atc_ddd_index/?code=A06AD&showdescription=no
A06AD12,lactitol,10,g,O,,https://www.whocc.no/atc_ddd_index/?code=A06AD&showdescription=no
A06AD13,sodium sulfate,,,,,https://www.whocc.no/atc_ddd_index/?code=A06AD&showdescription=no
A06AD14,pentaerithrityl,,,,,https://www.whocc.no/atc_ddd_index/?code=A06AD&showdescription=no
A06AD15,macrogol,10,g,O,,https://www.whocc.no/atc_ddd_index/?code=A06AD&showdescription=no
A06AD16,mannitol,,,,,https://www.whocc.no/atc_ddd_index/?code=A06AD&showdescription=no
A06AD17,sodium phosphate,50,g,O,,https://www.whocc.no/atc_ddd_index/?code=A06AD&showdescription=no
A06AD18,sorbitol,10,g,O,,https://www.whocc.no/atc_ddd_index/?code=A06AD&showdescription=no
A06AD19,magnesium citrate,,,,,https://www.whocc.no/atc_ddd_index/?code=A06AD&showdescription=no
A06AD21,sodium tartrate,,,,,https://www.whocc.no/atc_ddd_index/?code=A06AD&showdescription=no
A06AD61,"lactulose, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=A06AD&showdescription=no
A06AD65,"macrogol, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=A06AD&showdescription=no
A06AG01,sodium phosphate,,,,,https://www.whocc.no/atc_ddd_index/?code=A06AG&showdescription=no
A06AG02,bisacodyl,,,,,https://www.whocc.no/atc_ddd_index/?code=A06AG&showdescription=no
A06AG03,"dantron, incl. combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=A06AG&showdescription=no
A06AG04,glycerol,,,,,https://www.whocc.no/atc_ddd_index/?code=A06AG&showdescription=no
A06AG06,oil,,,,,https://www.whocc.no/atc_ddd_index/?code=A06AG&showdescription=no
A06AG07,sorbitol,,,,,https://www.whocc.no/atc_ddd_index/?code=A06AG&showdescription=no
A06AG10,"docusate sodium, incl. combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=A06AG&showdescription=no
A06AG11,"sodium lauryl sulfoacetate, incl. combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=A06AG&showdescription=no
A06AG20,combinations,,,,,https://www.whocc.no/atc_ddd_index/?code=A06AG&showdescription=no
A06AH01,methylnaltrexone bromide,6,mg,P,,https://www.whocc.no/atc_ddd_index/?code=A06AH&showdescription=no
A06AH02,alvimopan,,,,,https://www.whocc.no/atc_ddd_index/?code=A06AH&showdescription=no
A06AH03,naloxegol,25,mg,O,,https://www.whocc.no/atc_ddd_index/?code=A06AH&showdescription=no
A06AH04,naloxone,,,,,https://www.whocc.no/atc_ddd_index/?code=A06AH&showdescription=no
A06AH05,naldemedine,0.2,mg,O,,https://www.whocc.no/atc_ddd_index/?code=A06AH&showdescription=no
A06AX01,glycerol,,,,,https://www.whocc.no/atc_ddd_index/?code=A06AX&showdescription=no
A06AX02,carbon dioxide producing drugs,,,,,https://www.whocc.no/atc_ddd_index/?code=A06AX&showdescription=no
A06AX03,lubiprostone,,,,,https://www.whocc.no/atc_ddd_index/?code=A06AX&showdescription=no
A06AX04,linaclotide,0.29,mg,O,,https://www.whocc.no/atc_ddd_index/?code=A06AX&showdescription=no
A06AX05,prucalopride,2,mg,O,,https://www.whocc.no/atc_ddd_index/?code=A06AX&showdescription=no
A06AX06,tegaserod,12,mg,O,,https://www.whocc.no/atc_ddd_index/?code=A06AX&showdescription=no
A06AX07,plecanatide,3,mg,O,,https://www.whocc.no/atc_ddd_index/?code=A06AX&showdescription=no
A06AX08,tenapanor,,,,,https://www.whocc.no/atc_ddd_index/?code=A06AX&showdescription=no
A06AX09,elobixibat,,,,,https://www.whocc.no/atc_ddd_index/?code=A06AX&showdescription=no
A07AA01,neomycin,5,g,O,,https://www.whocc.no/atc_ddd_index/?code=A07AA&showdescription=no
A07AA02,nystatin,1.5,MU,O,,https://www.whocc.no/atc_ddd_index/?code=A07AA&showdescription=no
A07AA03,natamycin,0.3,g,O,,https://www.whocc.no/atc_ddd_index/?code=A07AA&showdescription=no
A07AA04,streptomycin,,,,,https://www.whocc.no/atc_ddd_index/?code=A07AA&showdescription=no
A07AA05,polymyxin B,3,MU,O,,https://www.whocc.no/atc_ddd_index/?code=A07AA&showdescription=no
A07AA06,paromomycin,3,g,O,,https://www.whocc.no/atc_ddd_index/?code=A07AA&showdescription=no
A07AA07,amphotericin B,0.4,g,O,,https://www.whocc.no/atc_ddd_index/?code=A07AA&showdescription=no
A07AA08,kanamycin,3,g,O,,https://www.whocc.no/atc_ddd_index/?code=A07AA&showdescription=no
A07AA09,vancomycin,2,g,O,,https://www.whocc.no/atc_ddd_index/?code=A07AA&showdescription=no
A07AA10,colistin,9,MU,O,,https://www.whocc.no/atc_ddd_index/?code=A07AA&showdescription=no
A07AA11,rifaximin,0.6,g,O,,https://www.whocc.no/atc_ddd_index/?code=A07AA&showdescription=no
A07AA12,fidaxomicin,0.4,g,O,,https://www.whocc.no/atc_ddd_index/?code=A07AA&showdescription=no
A07AA13,rifamycin,,,,,https://www.whocc.no/atc_ddd_index/?code=A07AA&showdescription=no
A07AA51,"neomycin, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=A07AA&showdescription=no
A07AA54,"streptomycin, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=A07AA&showdescription=no
A07AB02,phthalylsulfathiazole,9,g,O,,https://www.whocc.no/atc_ddd_index/?code=A07AB&showdescription=no
A07AB03,sulfaguanidine,4,g,O,,https://www.whocc.no/atc_ddd_index/?code=A07AB&showdescription=no
A07AB04,succinylsulfathiazole,,,,,https://www.whocc.no/atc_ddd_index/?code=A07AB&showdescription=no
A07AC01,miconazole,1,g,O,,https://www.whocc.no/atc_ddd_index/?code=A07AC&showdescription=no
A07AX01,broxyquinoline,,,,,https://www.whocc.no/atc_ddd_index/?code=A07AX&showdescription=no
A07AX02,acetarsol,,,,,https://www.whocc.no/atc_ddd_index/?code=A07AX&showdescription=no
A07AX03,nifuroxazide,0.6,g,O,,https://www.whocc.no/atc_ddd_index/?code=A07AX&showdescription=no
A07AX04,nifurzide,,,,,https://www.whocc.no/atc_ddd_index/?code=A07AX&showdescription=no
A07BA01,medicinal charcoal,5,g,O,,https://www.whocc.no/atc_ddd_index/?code=A07BA&showdescription=no
A07BA51,"medicinal charcoal, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=A07BA&showdescription=no
A07BC01,pectin,,,,,https://www.whocc.no/atc_ddd_index/?code=A07BC&showdescription=no
A07BC02,kaolin,,,,,https://www.whocc.no/atc_ddd_index/?code=A07BC&showdescription=no
A07BC03,crospovidone,,,,,https://www.whocc.no/atc_ddd_index/?code=A07BC&showdescription=no
A07BC04,attapulgite,,,,,https://www.whocc.no/atc_ddd_index/?code=A07BC&showdescription=no
A07BC05,diosmectite,9,g,O,,https://www.whocc.no/atc_ddd_index/?code=A07BC&showdescription=no
A07BC30,combinations,,,,,https://www.whocc.no/atc_ddd_index/?code=A07BC&showdescription=no
A07BC54,"attapulgite, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=A07BC&showdescription=no
A07DA01,diphenoxylate,15,mg,O,,https://www.whocc.no/atc_ddd_index/?code=A07DA&showdescription=no
A07DA02,opium,0.1,g,O,,https://www.whocc.no/atc_ddd_index/?code=A07DA&showdescription=no
A07DA03,loperamide,10,mg,O,,https://www.whocc.no/atc_ddd_index/?code=A07DA&showdescription=no
A07DA04,difenoxin,,,,,https://www.whocc.no/atc_ddd_index/?code=A07DA&showdescription=no
A07DA05,loperamide oxide,5,mg,O,,https://www.whocc.no/atc_ddd_index/?code=A07DA&showdescription=no
A07DA06,eluxadoline,0.2,g,O,,https://www.whocc.no/atc_ddd_index/?code=A07DA&showdescription=no
A07DA52,"morphine, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=A07DA&showdescription=no
A07DA53,"loperamide, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=A07DA&showdescription=no
A07EA01,prednisolone,,,,,https://www.whocc.no/atc_ddd_index/?code=A07EA&showdescription=no
A07EA02,hydrocortisone,,,,,https://www.whocc.no/atc_ddd_index/?code=A07EA&showdescription=no
A07EA03,prednisone,,,,,https://www.whocc.no/atc_ddd_index/?code=A07EA&showdescription=no
A07EA04,betamethasone,,,,,https://www.whocc.no/atc_ddd_index/?code=A07EA&showdescription=no
A07EA05,tixocortol,,,,,https://www.whocc.no/atc_ddd_index/?code=A07EA&showdescription=no
A07EA06,budesonide,9,mg,O,,https://www.whocc.no/atc_ddd_index/?code=A07EA&showdescription=no
A07EA06,,2,mg,SL,,https://www.whocc.no/atc_ddd_index/?code=A07EA&showdescription=no
A07EA07,beclometasone,,,,,https://www.whocc.no/atc_ddd_index/?code=A07EA&showdescription=no
A07EB01,cromoglicic acid,0.8,g,O,,https://www.whocc.no/atc_ddd_index/?code=A07EB&showdescription=no
A07EC01,sulfasalazine,2,g,O,,https://www.whocc.no/atc_ddd_index/?code=A07EC&showdescription=no
A07EC01,,2,g,R,,https://www.whocc.no/atc_ddd_index/?code=A07EC&showdescription=no
A07EC02,mesalazine,1.5,g,O,,https://www.whocc.no/atc_ddd_index/?code=A07EC&showdescription=no
A07EC02,,1.5,g,R,,https://www.whocc.no/atc_ddd_index/?code=A07EC&showdescription=no
A07EC03,olsalazine,1,g,O,,https://www.whocc.no/atc_ddd_index/?code=A07EC&showdescription=no
A07EC04,balsalazide,6.75,g,O,,https://www.whocc.no/atc_ddd_index/?code=A07EC&showdescription=no
A07FA01,lactic acid producing organisms,,,,,https://www.whocc.no/atc_ddd_index/?code=A07FA&showdescription=no
A07FA02,saccharomyces boulardii,1,g,O,,https://www.whocc.no/atc_ddd_index/?code=A07FA&showdescription=no
A07FA51,"lactic acid producing organisms, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=A07FA&showdescription=no
A07XA01,albumin tannate,3,g,O,,https://www.whocc.no/atc_ddd_index/?code=A07XA&showdescription=no
A07XA02,ceratonia,,,,,https://www.whocc.no/atc_ddd_index/?code=A07XA&showdescription=no
A07XA03,calcium compounds,,,,,https://www.whocc.no/atc_ddd_index/?code=A07XA&showdescription=no
A07XA04,racecadotril,,,,,https://www.whocc.no/atc_ddd_index/?code=A07XA&showdescription=no
A07XA06,crofelemer,,,,,https://www.whocc.no/atc_ddd_index/?code=A07XA&showdescription=no
A07XA51,"albumin tannate, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=A07XA&showdescription=no
A08AA01,phentermine,15,mg,O,,https://www.whocc.no/atc_ddd_index/?code=A08AA&showdescription=no
A08AA02,fenfluramine,0.12,g,O,,https://www.whocc.no/atc_ddd_index/?code=A08AA&showdescription=no
A08AA03,amfepramone,75,mg,O,,https://www.whocc.no/atc_ddd_index/?code=A08AA&showdescription=no
A08AA04,dexfenfluramine,30,mg,O,,https://www.whocc.no/atc_ddd_index/?code=A08AA&showdescription=no
A08AA05,mazindol,1,mg,O,,https://www.whocc.no/atc_ddd_index/?code=A08AA&showdescription=no
A08AA06,etilamfetamine,,,,,https://www.whocc.no/atc_ddd_index/?code=A08AA&showdescription=no
A08AA07,cathine,,,,,https://www.whocc.no/atc_ddd_index/?code=A08AA&showdescription=no
A08AA08,clobenzorex,,,,,https://www.whocc.no/atc_ddd_index/?code=A08AA&showdescription=no
A08AA09,mefenorex,,,,,https://www.whocc.no/atc_ddd_index/?code=A08AA&showdescription=no
A08AA10,sibutramine,10,mg,O,,https://www.whocc.no/atc_ddd_index/?code=A08AA&showdescription=no
A08AA11,lorcaserin,,,,,https://www.whocc.no/atc_ddd_index/?code=A08AA&showdescription=no
A08AA12,setmelanotide,,,,,https://www.whocc.no/atc_ddd_index/?code=A08AA&showdescription=no
A08AA51,phentermine and topiramate,,,,,https://www.whocc.no/atc_ddd_index/?code=A08AA&showdescription=no
A08AA56,"ephedrine, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=A08AA&showdescription=no
A08AA62,bupropion and naltrexone,,,,,https://www.whocc.no/atc_ddd_index/?code=A08AA&showdescription=no
A08AB01,orlistat,0.36,g,O,,https://www.whocc.no/atc_ddd_index/?code=A08AB&showdescription=no
A08AX01,rimonabant,20,mg,O,,https://www.whocc.no/atc_ddd_index/?code=A08AX&showdescription=no
A09AA01,diastase,,,,,https://www.whocc.no/atc_ddd_index/?code=A09AA&showdescription=no
A09AA02,"multienzymes (lipase, protease etc.)",,,,,https://www.whocc.no/atc_ddd_index/?code=A09AA&showdescription=no
A09AA03,pepsin,,,,,https://www.whocc.no/atc_ddd_index/?code=A09AA&showdescription=no
A09AA04,tilactase,,,,,https://www.whocc.no/atc_ddd_index/?code=A09AA&showdescription=no
A09AB01,glutamic acid hydrochloride,1.5,g,O,,https://www.whocc.no/atc_ddd_index/?code=A09AB&showdescription=no
A09AB02,betaine hydrochloride,1,g,O,,https://www.whocc.no/atc_ddd_index/?code=A09AB&showdescription=no
A09AB03,hydrochloric acid,,,,,https://www.whocc.no/atc_ddd_index/?code=A09AB&showdescription=no
A09AB04,citric acid,2,g,O,,https://www.whocc.no/atc_ddd_index/?code=A09AB&showdescription=no
A09AC01,pepsin and acid preparations,,,,,https://www.whocc.no/atc_ddd_index/?code=A09AC&showdescription=no
A09AC02,multienzymes and acid preparations,,,,,https://www.whocc.no/atc_ddd_index/?code=A09AC&showdescription=no
A10AB01,insulin (human),40,U,P,,https://www.whocc.no/atc_ddd_index/?code=A10AB&showdescription=no
A10AB02,insulin (beef),40,U,P,,https://www.whocc.no/atc_ddd_index/?code=A10AB&showdescription=no
A10AB03,insulin (pork),40,U,P,,https://www.whocc.no/atc_ddd_index/?code=A10AB&showdescription=no
A10AB04,insulin lispro,40,U,P,,https://www.whocc.no/atc_ddd_index/?code=A10AB&showdescription=no
A10AB05,insulin aspart,40,U,P,,https://www.whocc.no/atc_ddd_index/?code=A10AB&showdescription=no
A10AB06,insulin glulisine,40,U,P,,https://www.whocc.no/atc_ddd_index/?code=A10AB&showdescription=no
A10AB30,combinations,40,U,P,,https://www.whocc.no/atc_ddd_index/?code=A10AB&showdescription=no
A10AC01,insulin (human),40,U,P,,https://www.whocc.no/atc_ddd_index/?code=A10AC&showdescription=no
A10AC02,insulin (beef),40,U,P,,https://www.whocc.no/atc_ddd_index/?code=A10AC&showdescription=no
A10AC03,insulin (pork),40,U,P,,https://www.whocc.no/atc_ddd_index/?code=A10AC&showdescription=no
A10AC04,insulin lispro,40,U,P,,https://www.whocc.no/atc_ddd_index/?code=A10AC&showdescription=no
A10AC30,combinations,40,U,P,,https://www.whocc.no/atc_ddd_index/?code=A10AC&showdescription=no
A10AD01,insulin (human),40,U,P,,https://www.whocc.no/atc_ddd_index/?code=A10AD&showdescription=no
A10AD02,insulin (beef),40,U,P,,https://www.whocc.no/atc_ddd_index/?code=A10AD&showdescription=no
A10AD03,insulin (pork),40,U,P,,https://www.whocc.no/atc_ddd_index/?code=A10AD&showdescription=no
A10AD04,insulin lispro,40,U,P,,https://www.whocc.no/atc_ddd_index/?code=A10AD&showdescription=no
A10AD05,insulin aspart,40,U,P,,https://www.whocc.no/atc_ddd_index/?code=A10AD&showdescription=no
A10AD06,insulin degludec and insulin aspart,40,U,P,,https://www.whocc.no/atc_ddd_index/?code=A10AD&showdescription=no
A10AD30,combinations,40,U,P,,https://www.whocc.no/atc_ddd_index/?code=A10AD&showdescription=no
A10AE01,insulin (human),40,U,P,,https://www.whocc.no/atc_ddd_index/?code=A10AE&showdescription=no
A10AE02,insulin (beef),40,U,P,,https://www.whocc.no/atc_ddd_index/?code=A10AE&showdescription=no
A10AE03,insulin (pork),40,U,P,,https://www.whocc.no/atc_ddd_index/?code=A10AE&showdescription=no
A10AE04,insulin glargine,40,U,P,,https://www.whocc.no/atc_ddd_index/?code=A10AE&showdescription=no
